uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
53,0.09,0.858,0.052,-0.8259,Negative,B000G6RPMY,A9L6L5H9BPEBO,Edwin C. Pauzer,1,1,4,1348876800,You'll go nuts over Ass-Kickin' Peanuts.,"This wasn't in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newton's Cradle Art in Motion and the staple Vermont Maple Syrup.<br /><br />Back to the Ass Kickin Peanuts. They are hot. They will activate the perspiration glands behind your ears and under your arms. It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run. They look like ordinary peanuts which is already giving me ideas for work. I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg. I'm going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return.<br /><br />The can should be shaken to ensure the spices are evenly distributed. It is important to wash your hands after consumption and not touch the eyes.<br /><br />You'll go nuts over these Ass-Kickin' Peanuts.<br /><br />P.S. I'm not sharing the peanuts, not deliberately, and I'll probably give Greg the jaw harp for Christmas. He'll be so insulted.",wasnt stock last time looked go vermont country store weston find along jaw harp cranberry horseradish sauce fartless black bean salsa apple cider jelly newtons cradle art motion staple vermont maple syrupbr br back ass kickin peanuts hot activate perspiration glands behind ears arms requires beverage advertised glass cold milk box kleenex since make nose run look like ordinary peanuts already giving ideas work suspect people hitting goodies absence especially colleague greg im going take work earliest opportunity empty contents ordinary planters peanuts see whose crying whose nose running returnbr br shaken ensure spices evenly distributed important wash hands consumption touch eyesbr br youll go nuts asskickin peanutsbr br ps im sharing peanuts deliberately ill probably give greg jaw harp christmas hell insulted
54,0.075,0.925,0.0,-0.3612,Negative,B000G6RPMY,AQ9DWWYP2KJCQ,"Roel Trevino ""protomex""",0,0,3,1278028800,not ass kickin,we're used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.,used spicy foods south texas spicy doubt much habanero used could take notch two
55,0.0,0.857,0.143,0.8761,Positive,B002GWHC0G,A1ND7WC5LXOU48,"David Belton ""Proteus 1""",2,2,4,1322438400,Roasts up a smooth brew,"I roast at home with a stove-top popcorn popper (but I do it outside, of course). These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method. The first and second cracks are distinct, and I've roasted the beans from medium to slightly dark with great results every time. The aroma is strong and persistent. The taste is smooth, velvety, yet lively.",roast home stovetop popcorn popper outside course beans coffee bean direct green mexican altura seem wellsuited method first second cracks distinct ive roasted beans medium slightly dark great results every time aroma strong persistent taste smooth velvety yet lively
56,0.071,0.708,0.221,0.8908,Positive,B002GWHC0G,A2EFAW1P3DRXWO,TJ Fairfax,0,0,5,1349395200,Our guests love it!,"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",roast large cast iron pan grill 13 bag time smell wonderful roasted beans taste delicious importantly coffee smooth bitter aftertaste numerous occasions weve send roasted beans home friends like much
57,0.029,0.694,0.277,0.908,Positive,B004N5KULM,A202WR509428VF,amateur amazon shopper,2,2,5,1322438400,Awesome Deal!,Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.,deal awesome arrived halloween indicated enough satisfy trick treaters love quality product much less expensive local stores candy
58,0.0,0.701,0.299,0.91,Positive,B004N5KULM,ASCNNAJU6SXF8,S. Beck,1,1,5,1336176000,How can you go wrong!,"It is chocolate, what can I say.  Great variety of everything our family loves.  With a family of six it goes fast here.  Perfect variety.  Kit Kat, Reeses, take five and more.",chocolate say great variety everything family loves family six goes fast perfect variety kit kat reeses take five
59,0.0,0.611,0.389,0.9323,Positive,B004N5KULM,A2A7KXM9B4XW90,"P. Kelso ""Amazon all the way!""",0,0,5,1320364800,Awsome - Kids in neighborhood loved us!,"Great product, nice combination of chocolates and perfect size!  The bags had plenty, and they were shipped promptly.  The kids in the neighborhood liked our candies!",great product nice combination chocolates perfect size bags plenty shipped promptly kids neighborhood liked candies
60,0.0,0.638,0.362,0.8807,Positive,B004N5KULM,A2QOGOXPOVKAJG,mimimc,0,0,5,1320105600,great deal.,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many.",halloween sent bag daughters class share chocolate fresh enjoyed many
61,0.0,0.9,0.1,0.4404,Positive,B004N5KULM,A1ZR8O62VSU4OK,"Lisa J. Szlosek ""lisa""",2,4,3,1318723200,Better price for this at Target,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",watch prices assortment good get gold box purchase price wasbr 34 less target
62,0.0,0.741,0.259,0.8442,Positive,B004N5KULM,A7ZK2A3VIW7X9,Peggy,0,2,5,1319414400,pretty expensive,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy",bag candy online pretty expensive cheaper order compete grocery stores good combination favorite candy
63,0.0,1.0,0.0,0.0,Neutral,B001EO5TPM,A1E09XGZUR78C6,gary sturrock,2,2,1,1215302400,stale product.,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!,arrived 6 days stale could eat 6 bags
64,0.055,0.765,0.179,0.9817,Positive,B005DUM9UQ,A3HR0ZZOFKQ97N,RLC,3,3,5,1333497600,Hammer Nutrition 's Fizz Rocks!,"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough.",used endurolyte product several years pill powder form long desert rides dirt bike always found camelbak water heavily laced endurolyte powder overly tasty quite effective never got cramp several hundred mile rides desert racing buggy camelbaks always laced powder fizzwhat great product firstly hammers endurolyte product great endurance athletes world use products second convenient handly tablets dissovle fizz third tastes great imagine getting nice cool drink body starving hydration electrolytes rather getting salty taste get refreshing lemonlime mango camelbaks always get fizz also drop tablet bottled water whenever exercise nice flavored water chock full electrolytes recommend product hammer product highly enough
65,0.046,0.75,0.205,0.8674,Positive,B005DUM9UQ,A2XIHNXODNZGV4,"ChemProf ""chem professor""",1,1,5,1333584000,great source of electrolytes,This product serves me well as a source of electrolytes during and after a long run or bike ride.<br />I have tried all of the flavors but really do like the grapefruit flavor... no after-taste and I actually like the slight carbonation.<br />I use other Hammer products and really like their whole product line.,product serves well source electrolytes long run bike ridebr tried flavors really like grapefruit flavor aftertaste actually like slight carbonationbr use hammer products really like whole product line
66,0.04,0.822,0.138,0.5165,Positive,B005DUM9UQ,A3TWF9DQ6MU87E,dhy4b,1,1,5,1331510400,Great for preventing cramps,This stuff really works for preventing cramping during the middle to latter stages of your rides. Pop 1 into each water bottle and you're set. Flavor is fine and goes down easy.,stuff really works preventing cramping middle latter stages rides pop 1 water bottle youre set flavor fine goes easy
67,0.057,0.869,0.073,0.492,Positive,B005DUM9UQ,AEFIZIJ1FK1BK,Doug,0,0,5,1345161600,Low Carb Alternative to Gatorade,"For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The ""zero carb"" sports drinks didn't help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />I've shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....",us low carb diet little tablets thingbr br two years ago started cycling many years heart arrhythmia longer rides high heat drinking plain water little research thought electrolytes might issue gatorade wasnt option loaded carbohydrates looked around lowcarb alternative zero carb sports drinks didnt help one day ran across bike shop tried tube themvoilaproblem solvedbr br ive shared two friends particular whose problems leg cramps resolved using thesebr br guys got right superbly formulated simply work
68,0.183,0.776,0.041,-0.9116,Negative,B005DUM9UQ,A8OFFIAL6XTOH,Bill Shirer,0,1,2,1338422400,Taste is not so good.,"I purchased the Mango flavor, and to me it doesn't take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried.  The mango flavor is one of the least appealing I've tasted.  It's not terrible, but it's bad enough that I notice the bad taste every sip I take.",purchased mango flavor doesnt take like mango hint sweetness unfortunately hint aftertaste almost like licorice ive consuming various sports nutrition products decades im familiar come like taste products ive tried mango flavor one least appealing ive tasted terrible bad enough notice bad taste every sip take
